rto,rtt,cwnd,bytes_sent,bytes_retrans,bytes_acked,segs_out,segs_in,data_segs_out,lastrcv,delivered,loss_ratio
408,206.875,28,85152536,320008,84805016,58807,20463,58807,347508,58583,0.3758056013739861
408,206.057,18,85161224,320008,84805016,58813,20468,58813,347624,58599,0.37576726233995883
368,167.193,18,85194528,321456,84883208,58836,20476,58836,347744,58621,0.37732000815827044
320,119.592,19,85224936,321456,84912168,58857,20486,58857,347860,58641,0.3771853815179163
312,110.758,20,85253896,321456,84939680,58877,20495,58877,347980,58660,0.37705725495524567
316,115.484,21,85284304,321456,84968640,58898,20501,58898,348096,58680,0.37692281571530445
320,119.072,22,85316160,321456,84999048,58920,20508,58920,348212,58701,0.37678207739307534
328,125.528,23,85346568,321456,85028008,58941,20514,58941,348328,58721,0.3766478342749529
332,131.959,23,85369736,321456,85051176,58957,20520,58957,348444,58737,0.3765456179927744
340,136.367,24,85401592,321456,85081584,58979,20526,58979,348560,58758,0.3764051611590566
344,140.915,25,85432000,321456,85110544,59000,20532,59000,348680,58778,0.376271186440678
348,144.506,26,85460960,321456,85138056,59020,20538,59020,348796,58797,0.3761436801084378
348,146.45,26,85488472,321456,85167016,59039,20545,59039,348912,58817,0.3760226291095716
356,153.914,27,85520328,321456,85197424,59061,20551,59061,349028,58838,0.37588256209681514
360,156.459,28,85553632,321456,85229280,59084,20558,59084,349160,58860,0.37573623992959176
360,159.003,29,85582592,321456,85255344,59104,20564,59104,349276,58878,0.37560909583107743
364,160.983,29,85610104,321456,85282856,59123,20569,59123,349392,58897,0.3754883886135683
368,164.389,30,85641960,321456,85313264,59145,20577,59145,349512,58918,0.3753487192493026
376,173.309,31,85672368,321456,85342224,59166,20583,59166,349632,58938,0.3752154953858635
376,173.932,31,85704224,321456,85374080,59188,20590,59188,349748,58960,0.3750760289247821
380,179.502,32,85730288,321456,85398696,59206,20596,59206,349864,58977,0.37496199709488903
384,183.224,33,85763592,321456,85430552,59229,20604,59229,349980,58999,0.3748163906194601
388,187.264,33,85789656,321456,85458064,59247,20610,59247,350096,59018,0.37470251658311815
392,190.089,34,85817168,321456,85484128,59266,20616,59266,350212,59036,0.374582391252995
396,192.245,34,85849024,321456,85514536,59288,20622,59288,350336,59057,0.3744433949534476
400,197.46,35,85879432,321456,85543496,59309,20627,59309,350452,59077,0.3743108128614544
404,201.185,29,85924320,322904,85581144,59340,20642,59340,350664,59113,0.3758004718570947
396,194.351,18,85937352,322904,85581144,59349,20650,59349,350780,59133,0.37574348346223185
348,145.995,19,85970656,322904,85656440,59372,20664,59372,350900,59155,0.3755979249477869
320,118.426,19,85992376,322904,85678160,59387,20672,59387,351016,59170,0.37550305622442626
320,118.997,20,86022784,322904,85708568,59408,20678,59408,351132,59191,0.37537032049555613
320,118.077,21,86054640,322904,85738976,59430,20685,59430,351252,59212,0.3752313646306579
320,118.925,22,86085048,322904,85767936,59451,20691,59451,351368,59232,0.3750988208776976
324,121.613,23,86114008,322904,85795448,59471,20697,59471,351484,59251,0.37497267575793247
332,128.982,24,86147312,322904,85827304,59494,20704,59494,351600,59273,0.3748277137190305
336,133.079,25,86176272,322904,85854816,59514,20711,59514,351720,59292,0.37470175084853985
340,136.039,26,86203784,322904,85880880,59533,20718,59533,351836,59310,0.37458216451379905
340,139.75,26,86229848,322904,85906944,59551,20725,59551,351952,59328,0.37446894258702623
348,145.397,27,86263152,322904,85937352,59574,20732,59574,352068,59349,0.37432436969147614
352,151.936,28,86292112,322904,85966312,59594,20738,59594,352184,59369,0.37419874484008453
360,157.895,29,86325416,322904,85996720,59617,20744,59617,352300,59390,0.3740543804619488
360,158.984,29,86354376,322904,86025680,59637,20751,59637,352424,59410,0.37392893673390676
372,168.926,30,86386232,322904,86056088,59659,20758,59659,352552,59431,0.37379104577683164
376,175.488,31,86419536,322904,86087944,59682,20765,59682,352668,59453,0.3736469957441104
380,177.9,31,86445600,322904,86115456,59700,20772,59700,352788,59472,0.37353433835845895
384,181.593,32,86476008,322904,86144416,59721,20778,59721,352904,59492,0.37340299057283033
388,184.302,32,86504968,322904,86171928,59741,20784,59741,353020,59511,0.37327798329455486
388,184.415,33,86535376,322904,86200888,59762,20790,59762,353140,59531,0.37314681570228575
388,187.732,34,86561440,322904,86226952,59780,20796,59780,353256,59549,0.3730344596855136
396,192.362,34,86591848,322904,86257360,59801,20804,59801,353376,59570,0.37290346315279005
400,198.893,35,86626600,322904,86289216,59825,20811,59825,353492,59592,0.3727538654408692
400,196.517,35,86651216,322904,86313832,59842,20817,59842,353612,59609,0.37264797299555497
404,202.724,36,86680176,322904,86342792,59862,20823,59862,353728,59629,0.37252347064915975
404,202.849,30,86706240,324352,86363064,59880,20831,59880,353844,59651,0.3740814963259853
408,206.325,21,86719272,324352,86363064,59889,20836,59889,353960,59669,0.37402528010152114
392,189.291,18,86742440,324352,86428224,59905,20844,59905,354076,59688,0.37392538185460317
344,140.293,19,86772848,324352,86457184,59926,20851,59926,354192,59708,0.37379434636051134
328,125.094,20,86803256,324352,86487592,59947,20858,59947,354312,59729,0.3736634026723606
324,122.343,21,86835112,324352,86518000,59969,20864,59969,354428,59750,0.37352632193299873
324,120.965,22,86865520,324352,86546960,59990,20870,59990,354548,59770,0.3733955659276546
324,123.703,23,86891584,324352,86571576,60008,20876,60008,354664,59787,0.3732835621917078
328,125.06,24,86921992,324352,86600536,60029,20884,60029,354780,59807,0.3731529760615702
332,130.947,25,86953848,324352,86630944,60051,20892,60051,354900,59828,0.37301626950425476
336,134.952,25,86984256,324352,86659904,60072,20899,60072,355016,59848,0.37288587028898657
344,140.998,26,87013216,324352,86688864,60092,20905,60092,355132,59868,0.37276176529321703
348,147.397,27,87043624,324352,86716376,60113,20911,60113,355252,59887,0.37263154392560677
356,152.621,28,87075480,324352,86748232,60135,20918,60135,355368,59909,0.37249521909037997
360,158.287,28,87098648,324352,86769952,60151,20922,60151,355484,59924,0.37239613639008495
416,117.374,31,87197112,324352,86864072,60219,20946,60219,355852,59989,0.37197562231189496
428,151.57,31,87239104,324352,86907512,60248,20959,60248,356044,60019,0.3717965741601381
448,172.702,32,87273856,324352,86940816,60272,20966,60272,356168,60042,0.37164852667905496
440,183.001,33,87307160,324352,86971224,60295,20972,60295,356292,60063,0.37150675843768144
428,185.121,34,87350600,324352,87014664,60325,20983,60325,356476,60093,0.37132200580190633
424,192.205,34,87381008,324352,87045072,60346,20991,60346,356600,60114,0.37119278825439966
432,198.761,35,87412864,324352,87074032,60368,20997,60368,356720,60134,0.3710575139146568
424,199.304,36,87443272,324352,87104440,60389,21003,60389,356832,60155,0.3709284803523821
428,207.497,36,87472232,324352,87133400,60409,21009,60409,356948,60175,0.3708056746511282
428,208.159,37,87499744,324352,87158016,60428,21015,60428,357064,60192,0.37068908453035015
424,208.546,37,87528704,324352,87186976,60448,21022,60448,357180,60212,0.37056643726839594
416,201.426,27,87547528,328696,87195664,60461,21032,60461,357304,60232,0.3754486363110104
412,196.593,18,87569248,328696,87210144,60476,21043,60476,357440,60256,0.3753555129307494
364,153.874,19,87596760,328696,87278200,60495,21051,60495,357564,60275,0.37523762294404495
336,128.712,20,87628616,328696,87307160,60517,21057,60517,357684,60295,0.37510121122990236
324,116.156,21,87660472,328696,87339016,60539,21065,60539,357800,60317,0.3749648986603677
324,118.483,22,87689432,328696,87365080,60559,21071,60559,357916,60335,0.37484106408626294
324,120.329,22,87716944,328696,87394040,60578,21078,60578,358032,60355,0.37472349697910134
328,125.942,23,87748800,328696,87424448,60600,21085,60600,358148,60376,0.37458745874587457
332,129.765,24,87777760,328696,87450512,60620,21091,60620,358264,60394,0.3744638733091389
340,135.481,25,87806720,328696,87479472,60640,21098,60640,358380,60414,0.3743403693931398
344,141.88,26,87838576,328696,87508432,60662,21104,60662,358496,60434,0.3742046091457585
348,146.475,27,87867536,328696,87537392,60682,21111,60682,358616,60454,0.3740812761609703
356,151.531,27,87897944,328696,87566352,60703,21117,60703,358732,60474,0.37395186399354235
360,155.601,28,87926904,328696,87595312,60723,21124,60723,358848,60494,0.3738286975281195
360,156.436,29,87955864,328696,87622824,60743,21132,60743,358964,60513,0.3737056121693034
364,162.119,29,87989168,328696,87654680,60766,21140,60766,359104,60535,0.3735641641707534
372,168.549,30,88023920,328696,87687984,60790,21146,60790,359224,60558,0.3734166803750617
372,170.832,31,88054328,328696,87716944,60811,21153,60811,359340,60578,0.37328772754929207
380,176.088,32,88086184,328696,87747352,60833,21161,60833,359464,60599,0.3731527296039978
384,181.675,32,88113696,328696,87776312,60852,21168,60852,359580,60619,0.37303621902320383
388,184.524,33,88142656,328696,87803824,60872,21175,60872,359700,60638,0.3729136548823761
388,185.028,33,88173064,328696,87832784,60893,21181,60893,359816,60658,0.37278504918463534
392,189.393,34,88199128,328696,87858848,60911,21187,60911,359932,60676,0.3726748863095336
396,195.222,34,88226640,328696,87886360,60930,21193,60930,360052,60695,0.3725586738880683
404,199.952,35,88261392,328696,87918216,60954,21200,60954,360176,60717,0.3724119828067067
404,203.586,36,88291800,328696,87948624,60975,21206,60975,360292,60738,0.3722837228372284
412,208.226,36,88320760,328696,87977584,60995,21212,60995,360412,60758,0.372161652594475
404,202.479,29,88342480,330144,87992064,61010,21221,61010,360528,60778,0.3737092279954106
404,201.265,18,88352616,330144,87992064,61017,21226,61017,360644,60796,0.37366635527803727
356,152.793,19,88384472,330144,88064464,61039,21239,61039,360764,60818,0.37353167646914265
324,122.139,20,88416328,330144,88093424,61061,21248,61061,360884,60838,0.37339709470857013
320,117.681,21,88446736,330144,88122384,61082,21254,61082,361000,60858,0.3732687207360597
320,118.904,21,88472800,330144,88149896,61100,21260,61100,361116,60877,0.3731587561374795
320,118.978,22,88500312,330144,88175960,61119,21266,61119,361232,60895,0.3730427526628381
324,123.65,23,88532168,330144,88206368,61141,21274,61141,361352,60916,0.3729085229224252
332,128.895,24,88562576,330144,88235328,61162,21281,61162,361468,60936,0.37278048461463
336,133.645,25,88591536,330144,88262840,61182,21288,61182,361584,60955,0.37265862508580955
340,136.965,26,88621944,330144,88291800,61203,21294,61203,361704,60975,0.37253075829616195
348,144.092,26,88653800,330144,88322208,61225,21300,61225,361816,60996,0.37239689669252757
348,146.251,27,88681312,330144,88348272,61244,21307,61244,361936,61014,0.37228136633792697
352,151.486,28,88710272,330144,88377232,61264,21313,61264,362052,61034,0.3721598328545312
360,157.852,29,88739232,330144,88404744,61284,21319,61284,362168,61053,0.3720383786959076
360,159.833,29,88766744,330144,88430808,61303,21325,61303,362284,61071,0.37192307064907104
372,171.223,30,88808736,330144,88472800,61332,21335,61332,362436,61100,0.37174721189591076
376,172.003,31,88840592,330144,88501760,61354,21343,61354,362572,61120,0.3716139127033282
376,175.213,31,88869552,330144,88532168,61374,21349,61374,362688,61141,0.37149281454687655
384,182.392,32,88899960,330144,88561128,61395,21355,61395,362804,61161,0.37136574639628633
384,182.136,33,88931816,330144,88591536,61417,21362,61417,362920,61182,0.3712327205822492
384,182.775,33,88956432,330144,88614704,61434,21368,61434,363036,61198,0.3711299931633949
388,186.07,34,88985392,330144,88643664,61454,21375,61454,363152,61218,0.37100921014091837
396,193.343,34,89015800,330144,88674072,61475,21382,61475,363268,61239,0.370882472549817
400,199.312,35,89047656,330144,88703032,61497,21388,61497,363384,61259,0.3707497926728133
404,202.169,36,89078064,330144,88733440,61518,21394,61518,363500,61280,0.3706232322247147
408,205.637,36,89104128,330144,88759504,61536,21400,61536,363616,61298,0.3705148205928237
412,210.133,37,89134536,330144,88787016,61557,21405,61557,363732,61317,0.3703884204883279
412,208.282,37,89163496,330144,88815976,61577,21413,61577,363848,61337,0.3702681195901067
412,208.77,31,89188112,334488,88830456,61594,21419,61594,363968,61357,0.37503652953209726
408,205.399,22,89201144,334488,88830456,61603,21425,61603,364084,61375,0.3749817379023749
388,185.825,17,89225760,335936,88830456,61620,21432,61620,364200,61396,0.3765011359948069
324,120.959,18,89254720,335936,88928920,61640,21443,61640,364316,61415,0.37637897469175857
308,107.448,20,89288024,335936,88960776,61663,21454,61663,364432,61437,0.3762385871592365
312,110.754,20,89314088,335936,88985392,61681,21459,61681,364548,61454,0.3761287916862567
316,113.557,21,89347392,335936,89017248,61704,21468,61704,364668,61476,0.3759885906910411
320,119.18,22,89373456,335936,89041864,61722,21472,61722,364784,61493,0.3758789410582936
328,124.805,23,89403864,335936,89070824,61743,21478,61743,364900,61513,0.3757510972903811
332,131.815,24,89438616,335936,89104128,61767,21485,61767,365016,61536,0.3756050965726035
340,136.071,25,89461784,335936,89127296,61783,21491,61783,365132,61552,0.3755078257773174
340,139.788,26,89492192,335936,89156256,61804,21497,61804,365248,61572,0.37538023428904277
348,147.481,26,89524048,335936,89186664,61826,21503,61826,365364,61593,0.3752466599812377
352,148.008,27,89554456,335936,89215624,61847,21511,61847,365488,61613,0.3751192458809643
356,155.754,28,89586312,335936,89246032,61869,21518,61869,365604,61634,0.37498585721443695
360,158.619,29,89616720,335936,89274992,61890,21526,61890,365724,61654,0.37485862013249316
364,162.3,29,89645680,335936,89305400,61910,21533,61910,365836,61675,0.37473752220965917
368,167.066,30,89673192,335936,89331464,61929,21539,61929,365956,61693,0.37462255163170727
372,170.637,30,89699256,335936,89357528,61947,21545,61947,366072,61711,0.37451369719276156
372,171.342,31,89732560,335936,89387936,61970,21552,61970,366188,61732,0.37437469743424234
380,176.229,32,89761520,335936,89416896,61990,21558,61990,366304,61752,0.37425391192127766
384,183.972,32,89790480,335936,89444408,62010,21564,62010,366424,61771,0.3741332043218836
384,180.14,33,89823784,335936,89476264,62033,21572,62033,366540,61793,0.37399448680541003
388,186.612,34,89852744,335936,89503776,62053,21579,62053,366656,61812,0.3738739464651185
396,192.528,34,89877360,335936,89529840,62070,21585,62070,366772,61830,0.3737715482519736
400,198.466,35,89906320,335936,89557352,62090,21591,62090,366888,61849,0.37365115155419554
400,199.517,35,89936728,335936,89586312,62111,21597,62111,367004,61869,0.3735248184701583
404,201.272,36,89965688,335936,89615272,62131,21603,62131,367124,61889,0.3734045806441229
404,201.348,25,89984512,337384,89621064,62144,21611,62144,367240,61911,0.3749356333676622
400,199.259,18,90000440,337384,89673192,62155,21617,62155,367356,61929,0.3748692784168611
344,140.409,19,90029400,337384,89700704,62175,21629,62175,367472,61948,0.37474869320466425
328,124.478,20,90059808,337384,89731112,62196,21636,62196,367588,61969,0.37462216219692585
320,117.26,21,90085872,337384,89755728,62214,21642,62214,367708,61986,0.3745137750345581
324,121.093,22,90117728,337384,89784688,62236,21648,62236,367824,62006,0.3743813869785976
320,118.654,23,90151032,337384,89816544,62259,21656,62259,367940,62028,0.374243081321576
328,124.628,24,90182888,337384,89846952,62281,21662,62281,368060,62049,0.37411088453942615
336,132.098,24,90204608,337384,89870120,62296,21667,62296,368176,62065,0.37402080390394243
340,136.974,25,90236464,337384,89900528,62318,21674,62318,368292,62086,0.3738887640810039
344,140.437,26,90266872,337384,89929488,62339,21681,62339,368408,62106,0.37376281300630426
348,144.355,27,90298728,337384,89959896,62361,21689,62361,368528,62127,0.3736309552444637
348,146.619,27,90329136,337384,89988856,62382,21696,62382,368648,62147,0.3735051777756404
356,153.112,28,90352304,337384,90012024,62398,21701,62398,368764,62163,0.37340940414756885
364,162.004,29,90388504,337384,90045328,62423,21708,62423,368880,62186,0.3732598561427679
364,163.011,29,90417464,337384,90074288,62443,21715,62443,368996,62206,0.373140303957209
372,169.669,30,90444976,337384,90101800,62462,21723,62462,369116,62225,0.3730268002945791
384,182.167,31,90494208,337384,90149584,62496,21733,62496,369308,62258,0.3728238607270865
372,168.131,32,90524616,337384,90178544,62517,21741,62517,369440,62278,0.37269862597373515
380,177.989,32,90556472,337384,90208952,62539,21748,62539,369556,62299,0.37256751786884984
384,182.346,33,90586880,337384,90237912,62560,21754,62560,369676,62319,0.37244245524296676
388,186.647,34,90615840,337384,90266872,62580,21760,62580,369792,62339,0.3723234260147012
396,192.719,34,90646248,337384,90297280,62601,21768,62601,369908,62360,0.372198527180077
400,196.603,35,90678104,337384,90326240,62623,21776,62623,370028,62380,0.37206777062740526
400,198.43,35,90705616,337384,90353752,62642,21782,62642,370144,62399,0.3719549184253376
408,204.337,36,90734576,337384,90382712,62662,21789,62662,370260,62419,0.37183620056812744
404,203.283,32,90757744,338832,90402984,62678,21795,62678,370376,62437,0.3733367369731006
404,202.683,22,90772224,338832,90402984,62688,21802,62688,370492,62457,0.3732771822358346
380,178.651,18,90795392,338832,90466696,62704,21814,62704,370612,62477,0.3731819341668793
332,130.057,19,90824352,338832,90495656,62724,21824,62724,370728,62497,0.37306294241438687
320,119.715,20,90854760,338832,90524616,62745,21830,62745,370844,62517,0.37293808271575424
320,118.464,21,90886616,338832,90555024,62767,21836,62767,370960,62538,0.37280736692848154
320,118.151,22,90915576,338832,90581088,62787,21842,62787,371076,62556,0.37268861388503993
328,124.673,23,90941640,338832,90607152,62805,21848,62805,371196,62574,0.37258180081203723
328,127.579,24,90973496,338832,90636112,62827,21854,62827,371312,62594,0.3724513346172824
336,133.124,25,91005352,338832,90667968,62849,21862,62849,371428,62616,0.37232095976069624
340,139.221,25,91035760,338832,90696928,62870,21868,62870,371552,62636,0.3721965961507874
344,143.298,26,91067616,338832,90728784,62892,21875,62892,371672,62658,0.3720663995420721
348,144.708,27,91098024,338832,90756296,62913,21882,62913,371788,62677,0.3719422059033904
356,152.753,28,91126984,338832,90785256,62933,21888,62933,371912,62697,0.3718240033051023
360,157.544,28,91155944,338832,90812768,62953,21895,62953,372028,62716,0.3717058758121138
360,159.719,29,91186352,338832,90841728,62974,21902,62974,372148,62736,0.3715819226982564
372,168.569,30,91218208,338832,90872136,62996,21909,62996,372264,62757,0.3714521556924249
376,174.796,30,91245720,338832,90901096,63015,21915,63015,372380,62777,0.3713401571054511
380,177.351,31,91271784,338832,90924264,63033,21920,63033,372492,62793,0.37123411546332874
384,181.277,32,91302192,338832,90954672,63054,21926,63054,372612,62814,0.3711104767342278
380,178.401,32,91331152,338832,90983632,63074,21934,63074,372728,62834,0.3709928021054634
384,182.097,33,91361560,338832,91011144,63095,21940,63095,372844,62853,0.370869324035185
388,186.133,34,91393416,338832,91043000,63117,21947,63117,372960,62875,0.3707400541850848
396,192.027,34,91423824,338832,91073408,63138,21954,63138,373076,62896,0.37061674427444646
400,196.73,35,91449888,338832,91096576,63156,21959,63156,373192,62912,0.37051111533346
400,199.935,35,91478848,338832,91126984,63176,21965,63176,373308,62933,0.37039382043814106
408,204.639,36,91509256,338832,91155944,63197,21971,63197,373424,62953,0.37027074069971677
408,206.317,36,91535320,338832,91182008,63215,21977,63215,373540,62971,0.37016530886656646
408,205.972,26,91555592,340280,91184904,63229,21984,63229,373656,62993,0.3716649005994085
408,204.634,17,91570072,341728,91184904,63239,21990,63239,373772,63011,0.373187431806322
348,147.043,18,91599032,341728,91267440,63259,21999,63259,373888,63030,0.3730694446640004
316,113.469,19,91630888,341728,91299296,63281,22012,63281,374008,63052,0.3729397449471405
312,108.091,20,91656952,341728,91322464,63299,22017,63299,374124,63068,0.37283369405519834
316,112.881,21,91690256,341728,91354320,63322,22024,63322,374240,63090,0.3726982723224156
352,116.775,24,91807544,341728,91467264,63403,22053,63403,374700,63168,0.3722221345993092
356,131.016,25,91837952,341728,91496224,63424,22060,63424,374836,63188,0.3720988900100908
360,141.684,26,91869808,341728,91526632,63446,22067,63446,374952,63209,0.37196986413643096
364,150.339,27,91898768,341728,91555592,63466,22073,63466,375068,63229,0.37185264551098224
368,155.521,27,91927728,341728,91584552,63486,22079,63486,375188,63249,0.3717355007403207
364,154.557,28,91962480,341728,91616408,63510,22087,63510,375308,63271,0.3715950244056054
368,158.981,29,91988544,341728,91642472,63528,22094,63528,375424,63289,0.37148973680896613
376,167.041,30,92018952,341728,91671432,63549,22100,63549,375540,63309,0.37136697666367685
376,168.05,30,92047912,341728,91700392,63569,22107,63569,375656,63329,0.3712501376457078
376,171.417,31,92081216,341728,91730800,63592,22115,63592,375772,63350,0.37111586363064536
380,176.555,31,92107280,341728,91756864,63610,22120,63610,375884,63368,0.37101084735104545
384,179.371,32,92136240,341728,91784376,63630,22128,63630,376008,63387,0.3708942322803709
388,184.735,33,92166648,341728,91813336,63651,22134,63651,376128,63407,0.3707718653281174
392,189.177,33,92195608,341728,91843744,63671,22141,63671,376248,63428,0.3706554004177726
396,192.432,34,92226016,341728,91872704,63692,22148,63692,376364,63448,0.370533190981599
396,192.696,35,92257872,341728,91901664,63714,22154,63714,376476,63468,0.37040524845402895
400,195.302,35,92282488,341728,91926280,63731,22160,63731,376592,63485,0.37030644427358744
400,198.138,36,92311448,341728,91955240,63751,22166,63751,376708,63505,0.37019027152515255
404,200.69,27,92333168,343176,91966824,63766,22174,63766,376828,63527,0.3716714236426936
404,200.285,18,92349096,343176,91966824,63777,22180,63777,376944,63547,0.37160731925302226
344,142.64,19,92378056,343176,92043568,63797,22194,63797,377060,63566,0.37149082245246645
328,125.331,19,92401224,343176,92068184,63813,22201,63813,377176,63583,0.37139767758920594
316,114.386,20,92431632,343176,92097144,63834,22208,63834,377288,63603,0.3712754958172761
316,114.992,21,92463488,343176,92127552,63856,22216,63856,377404,63624,0.37114758205963416
320,117.788,22,92495344,343176,92156512,63878,22222,63878,377520,63644,0.3710197564106578
328,126.832,23,92527200,343176,92188368,63900,22229,63900,377656,63666,0.3708920187793427
332,129.417,24,92564848,343176,92223120,63926,22237,63926,377796,63690,0.370741169477208
340,138.34,25,92593808,343176,92252080,63946,22245,63946,377912,63710,0.3706252150251775
344,142.808,26,92624216,343176,92281040,63967,22252,63967,378028,63730,0.37050354088827053
348,145.744,27,92650280,343176,92305656,63985,22257,63985,378144,63747,0.3703993123388294
352,150.46,27,92683584,343176,92337512,64008,22264,64008,378260,63769,0.3702662167229096
356,154.566,28,92709648,343176,92362128,64026,22269,64026,378376,63786,0.3701621216380845
360,159.599,29,92740056,343176,92391088,64047,22276,64047,378488,63806,0.370040751323247
364,163.454,29,92766120,343176,92417152,64065,22282,64065,378604,63824,0.3699367829548115
376,173.277,30,92799424,343176,92450456,64088,22288,64088,378720,63847,0.3698040194732243
380,176.426,31,92828384,343176,92476520,64108,22294,64108,378836,63865,0.36968865040244586
380,179.338,31,92857344,343176,92506928,64128,22300,64128,378952,63886,0.3695733532934132
384,183.352,32,92887752,343176,92535888,64149,22306,64149,379068,63906,0.36945236870411075
384,182.388,33,92916712,343176,92563400,64169,22313,64169,379184,63925,0.3693372189063255
388,185.32,33,92947120,343176,92592360,64190,22319,64190,379300,63945,0.3692163888456146
392,190.825,34,92970288,343176,92615528,64206,22324,64206,379412,63961,0.3691243808989814
396,195.905,34,93000696,343176,92645936,64227,22330,64227,379528,63982,0.36900369003690037
400,197.35,35,93029656,343176,92672000,64247,22336,64247,379644,64000,0.3688888197114262
400,199.98,35,93060064,343176,92702408,64268,22342,64268,379760,64021,0.3687682828157092
408,204.432,36,93094816,343176,92737160,64292,22350,64292,379892,64045,0.36863062278355
404,203.765,37,93125224,343176,92764672,64313,22357,64313,380008,64064,0.3685102545364079
408,206.733,37,93151288,343176,92790736,64331,22364,64331,380124,64082,0.3684071443005705
408,205.447,29,93173008,347520,92805216,64346,22371,64346,380240,64102,0.37298355764150065
404,203.478,18,93186040,347520,92805216,64355,22378,64355,380356,64122,0.3729313961619144
352,151.789,18,93215000,347520,92877616,64375,22392,64375,380476,64142,0.37281553398058254
328,126.691,19,93243960,347520,92906576,64395,22400,64395,380596,64162,0.3726997437689262
320,116.526,20,93271472,347520,92932640,64414,22406,64414,380712,64180,0.37258980966870553
316,115.722,21,93303328,347520,92963048,64436,22413,64436,380828,64201,0.3724625985473959
328,127.186,23,93377176,347520,93034000,64487,22429,64487,381112,64250,0.3721680338672911
336,134.055,25,93442336,347520,93096264,64532,22446,64532,381368,64293,0.3719085105064154
348,146.268,27,93510392,347520,93161424,64579,22460,64579,381640,64338,0.37163783892596663
360,158.269,29,93578448,347520,93226584,64626,22474,64626,381900,64383,0.37136756104354285
364,163.216,30,93620440,347520,93267128,64655,22483,64655,382080,64411,0.37120098986930633
368,167.345,30,93650848,347520,93297536,64676,22490,64676,382196,64432,0.37108046261364336
376,173.59,31,93682704,347520,93326496,64698,22496,64698,382312,64452,0.3709542798850042
380,177.141,32,93713112,347520,93356904,64719,22502,64719,382428,64473,0.370833912761322
380,179.19,32,93736280,347520,93380072,64735,22509,64735,382544,64489,0.37074225689348883
388,184.134,33,93768136,347520,93410480,64757,22516,64757,382660,64510,0.3706163040289081
388,185.689,33,93798544,347520,93439440,64778,22524,64778,382776,64530,0.37049615610238046
392,188.311,34,93830400,347520,93469848,64800,22531,64800,382888,64551,0.3703703703703704
396,194.007,34,93852120,347520,93493016,64815,22536,64815,383004,64567,0.3702846563295534
400,199.692,35,93883976,347520,93521976,64837,22542,64837,383124,64587,0.370159014143159
404,202.284,36,93914384,347520,93552384,64858,22548,64858,383240,64608,0.3700391624780289
408,207.162,36,93943344,347520,93581344,64878,22555,64878,383356,64628,0.36992509016924074
404,202.441,29,93965064,348968,93595824,64893,22563,64893,383476,64648,0.3713805803399442
408,204.252,18,93978096,348968,93595824,64902,22569,64902,383596,64668,0.37132908076792703
364,163.632,18,94002712,348968,93665328,64919,22580,64919,383712,64686,0.37123184275789833
324,123.609,19,94036016,348968,93695736,64942,22590,64942,383828,64707,0.37110036648085987
320,117.609,20,94063528,348968,93723248,64961,22596,64961,383944,64726,0.3709918258647496
320,117.161,21,94092488,348968,93750760,64981,22603,64981,384060,64745,0.3708776411566458
320,118.756,22,94122896,348968,93779720,65002,22609,65002,384176,64765,0.37075782283622044
324,123.558,23,94154752,348968,93810128,65024,22615,65024,384292,64786,0.3706323818897638
328,126.652,24,94185160,348968,93839088,65045,22623,65045,384408,64806,0.3705127219617188
332,131.301,25,94211224,348968,93863704,65063,22630,65063,384524,64823,0.3704102177889123
336,135.466,25,94241632,348968,93892664,65084,22638,65084,384640,64843,0.3702907012476185
344,140.853,26,94270592,348968,93921624,65104,22646,65104,384756,64863,0.370176947652986
348,146.281,27,94303896,348968,93952032,65127,22653,65127,384872,64884,0.37004621739063676
356,152.44,28,94332856,348968,93980992,65147,22659,65147,384988,64904,0.3699326139346401
360,156.919,28,94358920,348968,94005608,65165,22664,65165,385104,64921,0.36983043044579145
360,158.615,29,94389328,348968,94034568,65186,22671,65186,385220,64941,0.3697112876998128
368,165.073,30,94421184,348968,94064976,65208,22679,65208,385336,64962,0.3695865537970801
372,171.696,30,94448696,348968,94093936,65227,22687,65227,385452,64982,0.36947889677587503
376,175.72,31,94474760,348968,94117104,65245,22692,65245,385568,64998,0.3693769637520117
380,178.917,32,94508064,348968,94150408,65268,22700,65268,385684,65021,0.3692467978182264
384,180.755,32,94537024,348968,94179368,65288,22708,65288,385800,65041,0.3691336845974758
388,184.915,33,94564536,348968,94203984,65307,22714,65307,385916,65058,0.3690262912092119
388,184.964,34,94596392,348968,94235840,65329,22722,65329,386032,65080,0.368902019011465
396,192.946,34,94625352,348968,94263352,65349,22728,65349,386152,65099,0.36878911689543836
396,195.598,35,94658656,348968,94295208,65372,22735,65372,386272,65121,0.36865936486569173
396,194.11,35,94681824,348968,94319824,65388,22741,65388,386384,65138,0.36856915642013827
404,202.006,36,94712232,348968,94348784,65409,22747,65409,386500,65158,0.36845082481004143
408,206.193,36,94741192,348968,94377744,65429,22753,65429,386612,65178,0.36833819865808737
408,206.359,23,94757120,350416,94377744,65440,22761,65440,386740,65200,0.3698044009779951
392,188.293,18,94777392,350416,94437112,65454,22772,65454,386856,65219,0.3697253032664161
328,126.747,19,94807800,350416,94466072,65475,22784,65475,386976,65239,0.36960672012218404
316,115.81,20,94835312,350416,94493584,65494,22791,65494,387096,65258,0.3694994961370507
